Wilbur Cross
Hillhouse
Guilford
Harding
Ledyard
Northwestern
East Haven
Goodwin Tech
Foran
Fitch
Enfield
Old Lyme
New Canaan
Ridgefield
Parish Hill
Greenwich
Plainville
Whitney Tech
Fairfield Ludlowe
Stratford
Abbott Tech
Brookfield
Oxford
Trumbull
Shelton
Wheeler
Wamogo
St. Joseph
Sheehan
Danbury
Law
University/Classical Magnet
New Milford
Notre Dame-Fairfield
Terryville
Prince Tech
Goodwin Tech
Abbott Tech
Vinal Tech
New Milford
Coginchaug
Westbrook
Valley Regional
Morgan
Portland
Old Saybrook
RHAM
Weaver
Platt
South Windsor
Conard
East Catholic
Southington
Bristol Central
Manchester
Maloney
Hartford Public
New London
Nonnewaug
Housatonic Regional
Gilbert
Thomaston
Amity
Hand
Bullard Havens Tech
Ledyard
Hamden
Kaynor Tech
Wilbur Cross
Fairfield Warde
Lyman Hall
University/Classical Magnet
Parish Hill
Capital Prep
St. Joseph
Bethel
Mercy
Ellis Tech
Waterford
Stamford
Bridgeport Central
New Canaan
Killingly
Lewis Mills
Oxford
Bristol Eastern
Masuk
Brookfield
Trinity Catholic
Stratford
Notre Dame-Fairfield
Lyman Memorial
Wilton
Rocky Hill
Ansonia
Crosby
Cheney Tech
North Branford
Northwest Catholic
Platt Tech
Kennedy
Seymour
Wilby
East Granby
East Windsor
Windsor Locks
Coventry
Litchfield
Montville
Bacon Academy
Woodstock Academy
Killingly
Plainfield
St. Bernard
Wolcott Tech
St. Paul
Torrington
Shelton
Stafford
SMSA
Weston
Pomperaug
Staples
Vinal Tech
Coginchaug
Cromwell
Old Lyme
Portland
Cheney Tech
Wilcox Tech
Conard
Windsor
E.O. Smith
Plainville
East Hartford
Simsbury
Weaver
Hartford Public
Avon
Rocky Hill
Lewis Mills
Litchfield
Terryville
Shepaug Valley
Prince Tech
Cheshire
Hand
Lyman Hall
Hamden
North Haven
Sacred Heart Academy
Career
Bullard Havens Tech
Holy Cross
University/Classical Magnet
Parish Hill
Hillhouse
Capital Prep
Valley Regional
Waterford
Lyman Memorial
New Britain
East Haven
Bridgeport Central
McMahon
New Milford
New Fairfield
Glastonbury
Middletown
Newtown
Lauralton Hall
Danbury
Naugatuck
Greenwich
Bassick
Darien
Immaculate
Bloomfield
Glastonbury
Simsbury
Windham Tech
Wamogo
Putnam
Wolcott Tech
Harding
Stratford
WCA
Sacred Heart
Farmington
East Granby
Ellington
Granby
Plainville
Thomaston
Bacon Academy
Tolland
Darien
SMSA
Fairfield Warde
Barlow
Wheeler
Derby
Somers
Pleasantville (NY)
Two Rivers
Public Safety/AAE
Vinal Tech
Ansonia
Watertown
Wolcott
Woodland
Haddam-Killingworth
East Hampton
Hale Ray
North Branford
Old Saybrook
Portland
Innovation
Bristol Central
Northwestern
Windham Tech
Tourtellotte
Rockville
RHAM
Norwich Tech
Nonnewaug
Gilbert
Guilford
Career
Sacred Heart Academy
Shelton
Hamden
Bullard Havens Tech
Kaynor Tech
Torrington
Canton
Bolton
Ellington
Bulkeley
Bristol Eastern
East Granby
Fitch
Ledyard
Plainfield
Windham
St. Bernard
Wheeler
Fairfield Ludlowe
Foran
Law
Amity
Mercy
Bassick
Derby
Naugatuck
McMahon
Norwalk
University/Classical Magnet
Cheshire
Notre Dame-Fairfield
New Fairfield
Lyman Memorial
Stamford
Masuk
Westerly (RI)
Woodland
Lauralton Hall
New Fairfield
Cedar Grove (NJ)
Weston
Pomperaug
East Lyme
Darien
Griswold
Whitney Young (IL)
Abbott Tech
Goodwin Tech
Waterford
Bethel
Bloomfield
Rockville
Grasso Tech
Hand
Foran
Seymour
O’Brien Tech
Public Safety/AAE
Staples
New Canaan
West Haven
MLC
Innovation
Crosby
Wilby
Westbrook
Cheney Tech
Barlow
Masuk
Immaculate
Windham Tech
E.O. Smith
Manchester
Tolland
Enfield
East Hartford
Terryville
Lewis Mills
Shepaug Valley
Whitney Tech
Prince Tech
Parish Hill
Sacred Heart Academy
Sacred Heart
Watertown
East Windsor
South Windsor
Bassick
Shepherd Hill Regional (MA)
Amity
Norwalk
Westhill
St. Joseph
Darien
Fairfield Ludlowe
St. Paul
Suffield
Stafford
SMSA
Old Lyme
Stratford
Hartford Public
East Catholic
Naugatuck
Fitch
Bacon Academy
Platt Tech
Haddam-Killingworth
East Hampton
Cromwell
Goodwin Tech
Norwich Free Academy
Killingly
Montville
Tourtellotte
St. Bernard
Westbrook
McMahon
Middletown
Naugatuck
Abbott Tech
Windham Tech
Newington
Ellis Tech
Hand
Law
Danbury
Seymour
WCA
Fairfield Warde
Whitney Tech
Trinity Catholic
Sheehan
Two Rivers
Crosby
Wilby
Woodland
Pomperaug
Barlow
New Fairfield
Southington
Farmington
Avon
Bristol Central
Conard
Bulkeley
Northwest Catholic
Weaver
Simsbury
Housatonic Regional
Shepaug Valley
Lewis Mills
Bullard Havens Tech
Capital Prep
Wilcox Tech
Vinal Tech
Holy Family
Branford
Hillhouse
North Haven
Lyman Hall
Wilbur Cross
East Granby
Stafford
Suffield
East Haven
McMahon
Stamford
Greenwich
Bridgeport Central
Wilton
Derby
Granby
HMTCA
Bunnell
Berlin
Lauralton Hall
Trumbull
Ellington
Canton
Notre Dame-Fairfield
Maloney
Ansonia
Fitch
Windham Tech
Danbury
Platt
Sacred Heart
Putnam
East Windsor
Watertown
Bridgeport Central
Kennedy
Seymour
Wilby
Hale Ray
Old Lyme
Old Saybrook
Portland
Morgan
Westbrook
Newtown
Pomperaug
New Milford
Berlin
Wolcott Tech
Gilbert
Shepaug Valley
Litchfield
Woodland
East Hartford
Capital Prep
Granby
East Lyme
Stonington
Woodstock Academy
Griswold
Tourtellotte
Windham
Conard
Greenwich
Trinity Catholic
Wilton
Fairfield Warde
Norwalk
Ellington
New Fairfield
Trumbull
Stratford
New Britain
Torrington
Maloney
Vinal Tech
Bullard Havens Tech
Ellis Tech
Prince Tech
Cromwell
RHAM
Maloney
Harding
Stonington
Montville
Windham Tech
Tourtellotte
East Hampton
Wilbur Cross
Ridgefield
Valley Regional
Guilford
Fitch
East Haven
Norwich Free Academy
Bridgeport Central
Old Saybrook
Valley Regional
Wolcott
Hale Ray
Hale Ray
Griswold
Hillhouse
MLC
Innovation
Holy Cross
WCA
North Branford
Hale Ray
Old Lyme
Morgan
Cromwell
RHAM
Cheney Tech
