Branford
Lyman Hall
Hand
Norwalk
Griswold
Nonnewaug
Stamford
Portland
Lauralton Hall
RHAM
Somers
Norwich Tech
Coginchaug
Bunnell
Two Rivers
Bacon Academy
Old Saybrook
Wilcox Tech
Staples
Trinity Catholic
Weston
Lewis Mills
Torrington
Bristol Central
Woodland
Bolton
Shepaug Valley
Masuk
North Branford
Bethel
Hale Ray
SMSA
Northwest Catholic
Morgan
Gilbert
MLC
Innovation
Immaculate
Two Rivers
Danbury
Cromwell
East Hampton
Haddam-Killingworth
Old Lyme
Hale Ray
North Branford
Bloomfield
Enfield
Middletown
Tolland
Glastonbury
Rockville
Simsbury
New Britain
E.O. Smith
Plainville
East Hartford
Grasso Tech
Litchfield
Northwestern
Shepaug Valley
Terryville
North Haven
West Haven
Prince Tech
Norwich Tech
Bassick
Wilcox Tech
Whitney Tech
Bunnell
Sacred Heart Academy
Platt Tech
Public Safety/AAE
MLC
Darien
Norwalk
Cheshire
Windham
Griswold
Fairfield Ludlowe
McMahon
Barlow
Putnam
Pomperaug
Sheehan
Wethersfield
Staples
Greenwich
Weston
Law
Harding
Woodstock Academy
Wamogo
Berlin
Woodland
Watertown
Grasso Tech
Berlin
Hall
Stratford
Naugatuck
Holy Cross
Oxford
Bolton
Ellington
Canton
Suffield
Terryville
Norwich Free Academy 
East Lyme
Fitch
New London
Wheeler
Tourtellotte
Sacred Heart
WCA
Derby
Fairfield Warde
Granby
Somers
Immaculate
Trumbull
Ridgefield
Innovation
East Hampton
Haddam-Killingworth
Westbrook
Old Saybrook
Windham Tech
Abbott Tech
Tolland
Southington
South Windsor
Bristol Eastern
East Catholic
Northwest Catholic
Bulkeley
Manchester
Hall
Maloney
Wamogo
Housatonic Regional
Northwestern
Thomaston
Two Rivers
Sheehan
Amity
Law
West Haven
Branford
Guilford
Shelton
Wolcott Tech
Torrington
Ellis Tech
MLC
Whitney Tech
Public Safety/AAE
Hale Ray
Ledyard
Windham
Platt
Foran
Bunnell
Stamford
Norwalk
Staples
